X,Y,naziv,class
15.9664108358734,45.8035694935877,Studentski Centar (Savska cesta 25),wifi
15.9662135186095,45.8037136209433,Studentski Centar (Savska cesta 25),wifi
15.9667005401271,45.8038656518603,Studentski Centar (Savska cesta 25),wifi
15.9671328016503,45.8034763228132,Studentski Centar (Savska cesta 25),wifi
16.0045250690209,45.8186393404689,Centar za kulturu i informacije Maksimir,wifi
16.0048340396198,45.818561333313,Centar za kulturu i informacije Maksimir,wifi
15.9758621967412,45.8121313148926,Bogovićeva ulica,wifi
15.9717547635871,45.8131231517418,Ilica,wifi
15.9745477361957,45.8130746864713,Ilica,wifi
15.9804049274762,45.8122873068195,Jurišićeva ulica,wifi
15.9771183537199,45.8012080177297,Trg Stjepana Radića,wifi
15.9795068728742,45.8012854083994,Trg Stjepana Radića,wifi
15.9796310555263,45.8005532856278,Trg Stjepana Radića,wifi
15.9793992827691,45.7979935261936,Ulica Hrvatske bratske zajednice – fontane,wifi
15.979393966651,45.797709467437,Ulica Hrvatske bratske zajednice – fontane,wifi
15.9794066584572,45.7966925993649,Ulica Hrvatske bratske zajednice – fontane,wifi
15.9794475429941,45.7963415469575,Ulica Hrvatske bratske zajednice – fontane,wifi
15.933636258854,45.8149223721245,Autobusni terminal Črnomerec,wifi
15.933568890199,45.8154822639267,Autobusni terminal Črnomerec,wifi
15.9345071884119,45.8155404745576,Autobusni terminal Črnomerec,wifi
15.9343484036839,45.8149656878887,Autobusni terminal Črnomerec,wifi
15.949363406957,45.7977935744766,Park Stara Trešnjevka,wifi
15.9489706672544,45.7982521101541,Park Stara Trešnjevka,wifi
15.948358857502,45.7982194394519,Park Stara Trešnjevka,wifi
15.9487687299423,45.7987080514104,Park Stara Trešnjevka,wifi
15.9498227864947,45.7981074790497,Park Stara Trešnjevka,wifi
15.9536727214421,45.7992529269884,Tržnica Trešnjevka,wifi
15.9536021138516,45.7998047445083,Tržnica Trešnjevka,wifi
15.9539662315609,45.7985502728404,Tržnica Trešnjevka,wifi
15.9541134739607,45.8000203443932,Tržnica Trešnjevka,wifi
15.9385147184827,45.7972179775693,Autobusni terminal Ljubljanica,wifi
15.9367649097935,45.7965753435376,Autobusni terminal Ljubljanica,wifi
15.9374969555041,45.7970323128845,Autobusni terminal Ljubljanica,wifi
15.936858402277,45.7955741620498,Autobusni terminal Ljubljanica,wifi
15.9644791206328,45.8037747606954,Tehnički muzej,wifi
15.9289033394413,45.7897945392593,Tržnica Jarun,wifi
15.9290755154,45.7896153049892,Tržnica Jarun,wifi
15.9641688068439,45.8136051532601,Britanski trg,wifi
15.9645967464762,45.8129731187637,Britanski trg,wifi
16.0367600610938,45.8242369120311,Autobusni terminal Dubrava,wifi
16.0366757635397,45.8248136479642,Autobusni terminal Dubrava,wifi
16.0379296129491,45.8245024427091,Autobusni terminal Dubrava,wifi
16.0131532920711,45.8185866048351,Tramvajski terminal Maksimir,wifi
16.0156538005505,45.8195326888943,Tramvajski terminal Maksimir,wifi
16.014143394579,45.8190329932244,Tramvajski terminal Maksimir,wifi
16.0129458764801,45.8179222640541,Tramvajski terminal Maksimir,wifi
16.0121371947687,45.8186928645979,Tramvajski terminal Maksimir,wifi
16.1095239203758,45.8255234369077,Autobusni terminal Sesvete,wifi
16.1082334255024,45.825844593311,Autobusni terminal Sesvete,wifi
16.1070634029972,45.8261440163796,Autobusni terminal Sesvete,wifi
15.9552131307181,45.8128677996537,Trg Dr. Franje Tuđmana,wifi
15.9562475151348,45.8130914049651,Trg Dr. Franje Tuđmana,wifi
15.9976990759952,45.8142597463526,"Trg Eugena Kvaternika, jug - Heinzelova ulica",wifi
15.9865764536233,45.8103006084236,Trg žrtava fašizma,wifi
15.9866004655826,45.8095974488011,Trg žrtava fašizma,wifi
15.9878607139129,45.8095926713364,Trg žrtava fašizma,wifi
15.9877440492774,45.8103574117753,Trg žrtava fašizma,wifi
15.9967095531871,45.7941363777061,Tržnica Savica,wifi
15.9967491496687,45.7940194542178,Tržnica Savica,wifi
15.9960086007583,45.7770114970363,Tržnica Utrina,wifi
15.9963201410919,45.776553230191,Tržnica Utrina,wifi
15.9965706135804,45.8133167807714,Tržnica Kvatrić,wifi
15.9957184049833,45.8130133352974,Tržnica Kvatrić,wifi
15.996323942907,45.8128446663424,Tržnica Kvatrić,wifi
16.0189433826182,45.8145652171281,Autobusni terminal Borongaj,wifi
16.0192993905354,45.8144428281008,Autobusni terminal Borongaj,wifi
15.9447722260027,45.78318948115,Sportski park Mladost,wifi
15.944982422122,45.7826085964486,Sportski park Mladost,wifi
15.9443274379698,45.7825400019296,Sportski park Mladost,wifi
15.9440148640083,45.78272181286,Sportski park Mladost,wifi
15.9422517290253,45.7830799312489,Sportski park Mladost,wifi
15.9422851574616,45.7822521516597,Sportski park Mladost,wifi
15.9533058627994,45.786135423822,Autobusni terminal Savski most,wifi
15.9526419800998,45.7851112133041,Autobusni terminal Savski most,wifi
15.962046001,45.8075959990001,Adžijina - istok,javni
15.9615850000001,45.8077899990001,Adžijina - zapad,javni
16.0696580000001,45.8285569990001,Aleja javora - jug,javni
16.067935,45.8288679990001,Aleja javora - sjever,javni
15.952866,45.778084999,Arena Zagreb - istok ,javni
15.952778,45.777930999,Arena Zagreb - zapad,javni
15.993662999,45.8043019990001,Autobusni kol. - istok,javni
15.9939010000001,45.8036959990001,Autobusni kol. - zapad,javni
15.9593160000001,45.8016769990001,Badalićeva - jug,javni
15.9596470000001,45.8019839990001,Badalićeva - sjever,javni
15.9798650000001,45.822280999,Belostenčeva - istok,javni
15.9798250010001,45.8226279990001,Belostenčeva - zapad,javni
16.0184100000001,45.814178999,Borongaj izlaz - jug,javni
16.018836,45.8145509990001,Borongaj ulaz - sjever,javni
16.0042950000001,45.788804999,Borovje - istok,javni
16.004202999,45.788551999,Borovje - zapad,javni
15.974188,45.8056739990001,Botanički vrt - sjever,javni
15.973644,45.8055719990001,Botanički vrt - jug,javni
15.9919770000001,45.8061249990001,Branim. tržnica - jug ,javni
15.9914669990001,45.806120999,Branim. tržnica - sjever,javni
15.983735,45.805489999,Branimirova - jug,javni
15.984476,45.805602999,Branimirova - sjever,javni
15.963038999,45.8122769990001,Britanski trg - jug,javni
15.9648330000001,45.8126109990001,Britanski trg - sjever,javni
16.0139310000001,45.818970999,Park Maksimir - jug,javni
16.012261,45.8187179990001,Park Maksimir - sjever,javni
16.0310660000001,45.8008379990001,Čavićeva - sjever,javni
16.030477999,45.801049999,Čavićeva - jug,javni
15.9339610010001,45.8154089990001,Črnomerec izlaz - sjever,javni
15.9345260000001,45.8150429990001,"Črnomerec ulaz 6,11 - jug ",javni
15.9345260000001,45.8151069990001,Črnomerec ulaz 2 - jug ,javni
16.0637790000001,45.8286699990001,Čulinečka - jug,javni
16.062186001,45.829014999,Čulinečka - sjever,javni
16.056632,45.829572999,Dankovečka - jug,javni
16.054583,45.829467999,Dankovečka - sjever,javni
16.014620999,45.8029709990001,Donje Svetice - jug,javni
16.015292001,45.8031589990001,Donje Svetice - sjever,javni
15.9833590000001,45.8129109990001,Draškovićeva - zapad,javni
15.983511,45.813301999,Draškovićeva - istok,javni
15.995035,45.8019239990001,Držićeva - istok,javni
15.9962380000001,45.8010919990001,Držićeva - jug,javni
15.9958580000001,45.800400999,Držićeva - zapad,javni
15.9943940000001,45.801070999,Držićeva - sjever,javni
16.0778240010001,45.827908999,Dubec ulaz -  sjever,javni
16.077794,45.827844999,Dubec ulaz - jug,javni
16.0399100000001,45.824778999,Dubrava - jug,javni
16.037358,45.824356999,"Dubrava 4,7,11,34 - sjever",javni
16.037221,45.824423999,Dubrava 5 - sjever ,javni
16.0372160000001,45.824489999,Dubrava 12 - sjever ,javni
16.037406,45.797156999,Elka - istok,javni
16.037523999,45.7968719990001,Elka - zapad,javni
16.0232490000001,45.804314999,Ferenščica - jug,javni
16.023633999,45.804342999,Ferenščica - sjever,javni
16.002508999,45.7919669990001,Folnegovićevo - istok,javni
16.002216,45.792230999,Folnegovićevo - zapad,javni
15.969619,45.8125029990001,Frankopanska - istok,javni
15.969406,45.813251999,Frankopanska - jug,javni
15.96862,45.8133069990001,Frankopanska - sjever,javni
15.9694270000001,45.812378999,Frankopanska - zapad,javni
16.026775,45.8029319990001,Getaldićeva - jug,javni
16.0273500000001,45.8027319990001,Getaldićeva - sjever,javni
15.9791010000001,45.8052339990001,Glavni kolodvor - jug,javni
15.9784970000001,45.8052769990001,Glavni kolodvor - sjever,javni
15.973311,45.8541029990001,Grač. Mihaljevac - istok,javni
15.973213,45.8540169990001,Grač. Mihaljevac - zapad,javni
15.9741720000001,45.8583229990001,Gračani - istok,javni
15.9739290000001,45.8582289990001,Gračani - zapad,javni
15.9756050010001,45.8487009990001,Gračanske stube - istok,javni
15.9754340000001,45.8487879990001,Gračanske stube - zapad,javni
15.981642,45.8606419990001,Gračansko Dolje izlaz - jug,javni
15.9810840000001,45.860327999,Gračansko Dolje ulaz - sjever,javni
16.0524550000001,45.828785999,Grižanska - jug,javni
16.0519570000001,45.8287999990001,Grižanska - sjever,javni
15.979475,45.8200029990001,Grškovićeva - istok,javni
15.979341999,45.8198439990001,Grškovićeva - zapad,javni
15.9795530000001,45.8279659990001,Gupčeva zvijezda - istok,javni
15.979536001,45.8276749990001,Gupčeva zvijezda - zapad,javni
16.0080110000001,45.8146859990001,Harambašićeva - jug,javni
16.008631999,45.8150449990001,Harambašićeva - sjever,javni
16.010438,45.8022809990001,Heinzelova - jug,javni
16.0013059990001,45.8120499990001,Heinzelova - jug,javni
16.0113620010001,45.802511999,Heinzelova - sjever,javni
15.9993880000001,45.811570999,Heinzelova - sjever,javni
16.022658,45.8209929990001,Hondlova - jug,javni
16.022101999,45.8210129990001,Hondlova - sjever,javni
15.9422200000001,45.7881609990001,Horvati - jug,javni
15.940185,45.7882329990001,Horvati - sjever,javni
16.0198599990001,45.8038499990001,Ivanićgradska - jug,javni
16.0206630000001,45.8040539990001,Ivanićgradska - sjever,javni
15.9574630000001,45.809067999,Jagićeva - sjever,javni
15.9775270010001,45.8364829990001,Jandrićeva - istok,javni
15.977333,45.8368599990001,Jandrićeva - zapad,javni
15.9205640000001,45.7895759990001,Jarun - jug,javni
15.920061,45.789908999,Jarun - sjever,javni
16.0080530010001,45.817578999,Jordanovac - jug,javni
16.0076100000001,45.8176319990001,Jordanovac - sjever,javni
15.965717,45.8053139990001,Jukićeva - sjever,javni
15.9658440000001,45.8051439990001,Jukićeva - jug,javni
16.048630001,45.8275439990001,Kapucinska - jug ,javni
16.048231,45.8275819990001,Kapucinska - sjever,javni
15.9837390010001,45.8104519990001,Klinika za traumatologiju - istok,javni
15.9835879990001,45.810075999,Klinika za traumatologiju - zapad,javni
15.9453520000001,45.7881389990001,Knežija - jug,javni
15.944696,45.7882329990001,Knežija - sjever,javni
15.9849150000001,45.8005279990001,Kruge - jug,javni
15.9854749990001,45.8006169990001,Kruge - sjever,javni
15.9976419990001,45.815329999,Kvaternikov trg - sjever,javni
15.9973550010001,45.8148849990001,Kvaternikov trg ulaz/izlaz - istok,javni
15.99699,45.814917999,Kvaternikov trg - jug,javni
15.9801550010001,45.8002709990001,Lisinski - jug,javni
15.977874,45.800237999,Lisinski - sjever,javni
16.04526,45.8263749990001,Ljubijska - jug,javni
16.043803,45.826024999,Ljubijska - sjever,javni
15.937553,45.7972589990001,Ljubljanica izlaz - sjever,javni
15.9385260010001,45.797220999,Ljubljanica ulaz - jug,javni
15.948365,45.8123849990001,Mandaličina - jug,javni
15.9489840000001,45.8125059990001,Mandaličina - sjever,javni
16.0362650010001,45.8232649990001,Mandlova - zapad,javni
15.9023320000001,45.793010999,Marijane Radev - jug,javni
15.901912,45.793235999,Marijane Radev - sjever,javni
16.0033930000001,45.8165059990001,Mašićeva - jug,javni
16.002911999,45.8165539990001,Mašićeva - sjever,javni
15.97477,45.8417959990001,Mihaljevac izlaz - istok,javni
15.9747320010001,45.8415879990001,Mihaljevac ulaz - zapad,javni
15.975103,45.842383999,Mihaljevac ulaz 15 - jug ,javni
15.9743480000001,45.8420839990001,Mihaljevac izlaz 15 - zapad ,javni
15.975486,45.800033999,Miramarska - jug,javni
15.973706,45.8000219990001,Miramarska - sjever,javni
16.0014830000001,45.7823369990001,Most mladosti - istok,javni
16.001273,45.7819509990001,Most mladosti - zapad,javni
16.038197,45.792589999,Munja - istok,javni
16.0384750000001,45.793169999,Munja - zapad,javni
15.979589001,45.777478999,Muzej suv.umjetnosti - jug,javni
15.980942,45.7776049990001,Muzej suv.umjetnosti - sjever,javni
15.9484180000001,45.798757999,Nehajska - jug,javni
15.947027,45.798441999,Nehajska - sjever,javni
15.999764,45.801276999,Olibska - jug,javni
16.0000390000001,45.8013559990001,Olibska - sjever,javni
15.9911690000001,45.813956999,Petrova - sjever,javni
15.9915800000001,45.8138299990001,Petrova - jug,javni
15.9069690000001,45.792385999,Petrovaradinska - jug,javni
15.9052760000001,45.792632999,Petrovaradinska - sjever,javni
16.072842,45.8281759990001,Poljanice IV - jug,javni
16.0726550000001,45.8283549990001,Poljanice IV - sjever,javni
15.892596,45.7942699990001,Prečko izlaz - sjever,javni
15.8934790000001,45.794363999,Prečko ulaz - jug,javni
15.9569970000001,45.791569999,Prisavlje - istok,javni
15.9560090000001,45.7904159990001,Prisavlje - zapad,javni
15.9780700000001,45.8317539990001,Radićevo šetalište - istok,javni
15.977962,45.831981999,Radićevo šetalište - zapad,javni
16.0038650000001,45.801480999,Radnička - jug,javni
16.0046830000001,45.801593999,Radnička - sjever,javni
16.027505999,45.822059999,Ravnice - jug,javni
16.028334,45.822373999,Ravnice - sjever,javni
15.914718001,45.7916069990001,Vrbani - jug,javni
15.912919,45.791867999,Vrbani - sjever,javni
16.0344690000001,45.7890819990001,Savišće izlaz - zapad,javni
16.034923,45.7893989990001,Savišće ulaz - istok,javni
15.9567850010001,45.777078999,Savski gaj - jug,javni
15.95633,45.7771799990001,Savski gaj - sjever,javni
15.9524459990001,45.7851009990001,Savski most izlaz - zapad,javni
15.953386,45.7862259990001,Savski most ulaz 4 - istok ,javni
15.953176,45.7860019990001,Savski most ulaz 7 - istok ,javni
15.9441390000001,45.7977979990001,Selska - jug ,javni
15.9423550000001,45.797698999,Selska - sjever,javni
15.9839020000001,45.8083569990001,Sheraton - istok,javni
15.9846160000001,45.8080819990001,Sheraton - jug,javni
15.983844,45.8069849990001,Sheraton - zapad,javni
15.898938,45.794163999,Slavenskog - jug,javni
15.8984810000001,45.794390999,Slavenskog - sjever,javni
15.998590001,45.7969009990001,Slavonska  - zapad,javni
15.998908,45.7966019990001,Slavonska - istok,javni
15.951808,45.8124149990001,Slovenska - jug,javni
15.9525600000001,45.8125419990001,Slovenska - sjever,javni
15.984611,45.7776919990001,Sopot  - sjever,javni
15.9868050000001,45.7776719990001,Sopot - jug,javni
15.9915950000001,45.777795999,Središće - jug,javni
15.989319999,45.7778119990001,Središće - sjever,javni
15.936812,45.7881139990001,Srednjaci - jug,javni
15.937464,45.788217999,Srednjaci - sjever,javni
15.9517740000001,45.786259999,St. dom S. Radić  -istok,javni
15.950969,45.786375999,St. dom S. Radić - jug,javni
15.9524270000001,45.786774999,St. dom S. Radić - sjever,javni
15.9294550000001,45.7878979990001,Staglišće -jug,javni
15.9300890000001,45.7878249990001,Staglišće - sjever,javni
15.9889380000001,45.8007289990001,Strojarska - jug,javni
15.989557,45.800822999,Strojarska - sjever,javni
15.964723,45.8029079990001,Studentski centar - istok,javni
15.964259,45.802517999,Studentski centar - zapad,javni
15.993654,45.810759999,Šubićeva - istok,javni
15.9942879990001,45.8104469990001,Šubićeva - jug,javni
15.992281,45.8102669990001,Šubićeva - sjever,javni
15.9928679990001,45.809875999,Šubićeva - zapad,javni
16.004512,45.8131969990001,Šulekova - jug,javni
16.00474,45.8133549990001,Šulekova - sjever,javni
15.9430090000001,45.8132189990001,Sveti Duh - jug,javni
15.9426330000001,45.813412999,Sveti Duh - sjever,javni
16.0134190000001,45.815389999,Svetice  - sjever,javni
16.0127420000001,45.815388999,Svetice - jug,javni
15.9710650000001,45.799814999,Sveučilišna al. - jug,javni
15.9694280000001,45.799809999,Sveučilišna al. - sjever,javni
15.957009,45.8096859990001,Talovčeva - zapad,javni
15.9643700010001,45.8032449990001,Tehnički muzej - jug,javni
15.963558,45.803442999,Tehnički muzej - sjever,javni
15.954920364,45.8000222220001,Trešnjevački trg - jug,javni
15.9544500000001,45.800105999,Trešnjevački trg - sjever,javni
15.956845,45.813120999,Trg dr. F. Tuđmana - jug,javni
15.958083,45.813191999,Trg dr. F. Tuđmana - sjever,javni
15.957455,45.8127909990001,Trg dr. F. Tuđmana - istok,javni
15.9846630000001,45.8113719990001,Trg hr. velikana - jug,javni
15.9843940000001,45.811749999,Trg hr. velikana - sjever,javni
15.9772280010001,45.8128569990001,Trg bana J. Jelačića - jug,javni
15.976505,45.8130649990001,Trg bana J. Jelačića - sjever,javni
15.991697,45.8081099990001,Trg P. Krešimira IV - istok,javni
15.9916289990001,45.807848999,Trg P. Krešimira IV - zapad,javni
15.9686980000001,45.8087429990001,Trg Republike Hrvatske  - istok,javni
15.968821001,45.8092859990001,Trg Republike Hrvatske - zapad,javni
15.987651,45.8094159990001,Trg žrt. fašizma - jug,javni
15.988434,45.8100439990001,Trg žrt. fašizma - sjever,javni
15.965241,45.7770899990001,Trnsko - jug,javni
15.964701,45.7771579990001,Trnsko - sjever,javni
15.996454,45.813953999,Tržnica Kvatrić - istok,javni
15.9948450000001,45.8122049990001,Tržnica Kvatrić - zapad,javni
15.9974730010001,45.811028999,Tuškanova - jug,javni
15.9977640000001,45.811156999,Tuškanova - sjever,javni
15.9609400000001,45.797361999,Učit. fakultet - istok,javni
15.960194001,45.7965359990001,Učit. fakultet - zapad,javni
15.9978860000001,45.7779599990001,Utrina - jug,javni
15.995789001,45.7779909990001,Utrina - sjever,javni
15.9714690000001,45.777255999,Velesajam - jug,javni
15.970827,45.7773059990001,Velesajam - sjever,javni
15.955163,45.7888839990001,Veslačka - istok,javni
15.954728,45.7885439990001,Veslačka - zapad,javni
15.95926,45.794904999,Vjesnik - istok,javni
15.958047,45.793396999,Vjesnik - zapad,javni
15.9669830010001,45.8062359990001,Vodnikova - istok,javni
15.9670830000001,45.8054759990001,Vodnikova - sjever,javni
15.9665890000001,45.805959999,Vodnikova - zapad,javni
15.9676450000001,45.805392999,Vodnikova - jug,javni
15.9868559990001,45.8138089990001,Vončinina - sjever,javni
15.9867320010001,45.8136769990001,Vončinina - jug,javni
15.967546,45.7996439990001,Vrbik - jug,javni
15.962815001,45.8001189990001,Zagrepčanka - istok,javni
15.963247,45.7994249990001,Zagrepčanka - jug,javni
15.961686,45.7987419990001,Zagrepčanka - zapad,javni
15.954909,45.809491999,Zapadni kolodvor izlaz - sjever,javni
15.95516,45.8093669990001,Zapadni kolodvor ulaz - jug,javni
16.0016640000001,45.7798359990001,Zapruđe - istok,javni
16.000930999,45.778044999,Zapruđe - jug,javni
16.0003600000001,45.778107999,Zapruđe - sjever,javni
16.0016370000001,45.7796759990001,Zapruđe ulaz 8 - istok,javni
16.0003800000001,45.7781209990001,Zapruđe ulaz 14 - sjever,javni
16.001779001,45.778983999,Zapruđe-  zapad,javni
16.0364760000001,45.7909079990001,Zg. transporti - istok,javni
16.0369260000001,45.7914689990001,Zg. transporti - zapad,javni
16.034776,45.7988609990001,Žitnjak - jug,javni
16.034341,45.7991669990001,Žitnjak - sjever,javni
15.977859999,45.809108999,Zrinjevac - istok,javni
15.977732001,45.808958999,Zrinjevac zapad,javni
15.9921622270001,45.774212016,Bazenski kompleks Utrina,sport
15.943071737,45.782498215,Sportski park Mladost,sport
